1.721874697508749552e+00	4.905063291139211135e-03
1.733217236125469851e+00	6.487341772151877795e-03
1.744710199487615965e+00	6.487341772151877795e-03
1.757089664761916081e+00	7.278481012658211124e-03
1.770390263210624315e+00	7.674050632911377789e-03
1.783138163835205958e+00	7.674050632911377789e-03
1.796070981452907445e+00	9.256329113924044449e-03
1.809192768979539734e+00	1.123417721518987777e-02
1.821719044642026164e+00	1.281645569620243341e-02
1.836020066402358930e+00	1.479430379746826674e-02
1.849734296576804660e+00	1.756329113924043339e-02
1.862830287413021146e+00	1.993670886075943338e-02
1.876949502059026331e+00	2.072784810126576671e-02
1.892134433063671572e+00	2.231012658227843337e-02
1.906703096916057882e+00	2.547468354430376669e-02
1.922375279787467584e+00	2.784810126582276668e-02
1.936523987571626471e+00	2.982594936708860001e-02
1.951786989581063114e+00	3.259493670886071115e-02
1.967292498186001826e+00	3.496835443037971114e-02
1.982112661678735455e+00	3.694620253164554446e-02
2.000004237488135939e+00	3.971518987341765561e-02
2.013395570208709184e+00	4.287974683544298893e-02
2.030878787597592439e+00	4.525316455696198892e-02
2.046676306673751444e+00	4.762658227848098891e-02
2.065758045893754780e+00	5.079113924050626672e-02
2.083135317804782449e+00	5.356012658227843337e-02
2.100807427065295219e+00	5.672468354430376669e-02
2.118781941562970950e+00	5.909810126582271117e-02
2.128422949616229243e+00	6.068037974683537783e-02
2.135982385369017855e+00	6.186708860759487782e-02
2.142504770741199938e+00	6.265822784810121115e-02
2.151263500641099391e+00	6.344936708860754448e-02
2.157879688480908609e+00	6.503164556962021114e-02
2.168997569779873569e+00	6.661392405063287780e-02
2.175723459631662138e+00	6.819620253164554446e-02
2.182491192138764635e+00	6.977848101265815561e-02
2.193864796039430409e+00	7.136075949367082227e-02
2.203049387002868453e+00	7.373417721518982226e-02
2.212311203649928615e+00	7.610759493670882225e-02
2.223998564729627869e+00	7.848101265822779449e-02
2.233437740657870929e+00	8.085443037974679448e-02
2.245349986171465417e+00	8.560126582278476670e-02
2.257389983172482406e+00	9.034810126582273893e-02
2.269559797823970992e+00	9.351265822784804449e-02
2.279390535282550534e+00	9.905063291139237780e-02
2.289306808127363535e+00	1.045886075949366556e-01
2.299309737576976431e+00	1.101265822784809889e-01
2.306869488632076415e+00	1.140822784810126000e-01
2.314479114094376566e+00	1.204113924050632667e-01
2.319580150010033037e+00	1.243670886075948778e-01
2.332431656834909273e+00	1.291139240506328778e-01
2.342815851199044008e+00	1.354430379746834889e-01
2.348042699259724753e+00	1.393987341772151556e-01
2.355926847517312961e+00	1.433544303797467945e-01
2.366521776103858610e+00	1.496835443037974334e-01
2.382594058180711016e+00	1.536392405063290723e-01
2.388000109055295805e+00	1.575949367088607111e-01
2.396155340722358584e+00	1.591772151898733778e-01
2.404366464942902404e+00	1.623417721518986834e-01
2.415402572230351375e+00	1.639240506329113500e-01
2.423746368407845519e+00	1.662974683544303500e-01
2.437781538997699560e+00	1.686708860759493500e-01
2.454839806764223198e+00	1.710443037974682945e-01
2.466345234064779124e+00	1.742088607594936278e-01
2.477959017273132503e+00	1.765822784810126278e-01
2.489682694344101943e+00	1.789556962025316000e-01
2.504494219296933721e+00	1.813291139240505723e-01
2.519483031273139328e+00	1.837025316455695723e-01
2.528562745156726965e+00	1.860759493670885723e-01
2.537708138689187987e+00	1.884493670886075445e-01
2.553098363369737278e+00	1.908227848101265445e-01
2.565545601927994745e+00	1.947784810126581834e-01
2.581276372062446978e+00	1.987341772151898223e-01
2.597201240314094051e+00	2.050632911392404611e-01
2.616572387546632683e+00	2.106012658227847667e-01
2.639540476219807807e+00	2.177215189873417389e-01
2.652847050572885834e+00	2.208860759493670445e-01
2.669670132295647313e+00	2.256329113924050167e-01
2.693584115565396786e+00	2.319620253164556556e-01
2.724967524702853972e+00	2.390822784810126000e-01
2.760706934231567100e+00	2.454113924050632667e-01
2.782604141016722821e+00	2.493670886075948778e-01
2.823664519195140610e+00	2.541139240506328778e-01
2.846575984435720574e+00	2.556962025316455445e-01
2.862057979901130977e+00	2.580696202531644889e-01
2.873780446493750862e+00	2.588607594936708223e-01
2.893532748987771797e+00	2.612341772151898223e-01
2.913558456952328068e+00	2.620253164556961556e-01
2.950312061340488068e+00	2.643987341772151556e-01
2.988004782217079658e+00	2.651898734177214889e-01
3.022327249366942858e+00	2.675632911392404889e-01
3.057447386425478530e+00	2.691455696202531001e-01
3.097946087423087302e+00	2.707278481012657667e-01
3.130194546086271234e+00	2.731012658227847667e-01
3.153643293026443306e+00	2.738924050632911000e-01
3.182249733012664450e+00	2.746835443037974334e-01
3.201610765680330317e+00	2.738924050632911000e-01
3.226145890678577377e+00	2.738924050632911000e-01
3.271269999632685721e+00	2.715189873417721000e-01
3.302060618568190886e+00	2.699367088607594334e-01
3.328165740606604306e+00	2.659810126582278222e-01
3.354686910663597477e+00	2.628164556962024889e-01
3.381634154724718400e+00	2.580696202531644889e-01
3.414547862763625652e+00	2.541139240506328778e-01
3.442469381118072214e+00	2.509493670886075445e-01
3.470851305261601905e+00	2.493670886075948778e-01
3.517248831444652613e+00	2.469936708860759333e-01
3.546882514920365992e+00	2.446202531645569334e-01
3.595349232515550941e+00	2.430379746835442667e-01
3.645158856643599510e+00	2.390822784810126000e-01
3.676996832999865461e+00	2.343354430379746556e-01
3.702870471357772253e+00	2.303797468354429889e-01
3.742370948343324955e+00	2.216772151898733778e-01
3.769176144782703464e+00	2.153481012658227389e-01
3.803227506143256331e+00	2.042721518987341556e-01
3.837899727730838428e+00	1.947784810126581834e-01
3.873209946035488738e+00	1.837025316455695723e-01
3.887516631531254152e+00	1.749999999999999611e-01
3.909175934053713330e+00	1.678797468354430167e-01
3.938433246708648916e+00	1.591772151898733778e-01
3.953226747037757782e+00	1.528481012658227389e-01
3.968131800754096439e+00	1.473101265822784334e-01
3.983149674419430575e+00	1.401898734177214889e-01
3.998281653842194583e+00	1.346518987341771556e-01
4.059977039698430268e+00	1.077531645569619889e-01
4.139826400393375572e+00	7.610759493670882225e-02
4.197615855221202175e+00	4.920886075949365557e-02
4.274330636403940176e+00	2.626582278481010002e-02
4.344914441246039871e+00	1.202531645569621110e-02
4.493314391112001260e+00	2.531645569620211145e-03
