1.150000000000000000e+01	-1.150000000000000000e+01
-4.799999982118606567e+00	4.799999982118606567e+00
-2.309999999403953552e+01	2.309999999403953552e+01
1.310000002384185791e+01	-1.310000002384185791e+01
1.890000009536743164e+01	-1.890000009536743164e+01
-1.050000000000000000e+01	1.050000000000000000e+01
-1.240000009536743164e+01	1.240000009536743164e+01
1.969999980926513672e+01	-1.969999980926513672e+01
-9.000000000000000000e+00	9.000000000000000000e+00
1.500000000000000000e+00	-1.500000000000000000e+00
1.730000019073486328e+01	-1.730000019073486328e+01
-1.400000000000000000e+01	1.400000000000000000e+01
-2.010000038146972656e+01	2.010000038146972656e+01
4.200000762939453125e+00	-4.200000762939453125e+00
1.699999809265136719e+00	-1.699999809265136719e+00
-1.590000057220458984e+01	1.590000057220458984e+01
4.399999618530273438e+00	-4.399999618530273438e+00
7.500000000000000000e+00	-7.500000000000000000e+00
2.310000038146972656e+01	-2.310000038146972656e+01
-1.020000076293945312e+01	1.020000076293945312e+01
6.399999618530273438e+00	-6.399999618530273438e+00
-1.599999427795410156e+00	1.599999427795410156e+00
-1.970000076293945312e+01	1.970000076293945312e+01
2.050000000000000000e+01	-2.050000000000000000e+01
7.799999237060546875e+00	-7.799999237060546875e+00
2.050000000000000000e+01	-2.050000000000000000e+01
-1.000000000000000000e+01	1.000000000000000000e+01
1.739999961853027344e+01	-1.739999961853027344e+01
6.699998855590820312e+00	-6.699998855590820312e+00
-2.409999847412109375e+01	2.409999847412109375e+01
1.939999961853027344e+01	-1.939999961853027344e+01
-1.110000038146972656e+01	1.110000038146972656e+01
-1.360000038146972656e+01	1.360000038146972656e+01
3.799999237060546875e+00	-3.799999237060546875e+00
1.809999847412109375e+01	-1.809999847412109375e+01
-2.229999923706054688e+01	2.229999923706054688e+01
-5.799999237060546875e+00	5.799999237060546875e+00
-7.999992370605468750e-01	7.999992370605468750e-01
-1.330000114440917969e+01	1.330000114440917969e+01
-1.960000038146972656e+01	1.960000038146972656e+01
1.580000114440917969e+01	-1.580000114440917969e+01
1.560000038146972656e+01	-1.560000038146972656e+01
2.300000000000000000e+01	-2.300000000000000000e+01
-8.900001525878906250e+00	8.900001525878906250e+00
-2.500000000000000000e+00	2.500000000000000000e+00
6.299999237060546875e+00	-6.299999237060546875e+00
-1.650000000000000000e+01	1.650000000000000000e+01
-1.699996948242187500e+00	1.699996948242187500e+00
2.279999923706054688e+01	-2.279999923706054688e+01
2.310000228881835938e+01	-2.310000228881835938e+01
-2.799999237060546875e+00	2.799999237060546875e+00
-1.569999694824218750e+01	1.569999694824218750e+01
7.599998474121093750e+00	-7.599998474121093750e+00
-2.130000305175781250e+01	2.130000305175781250e+01
-1.009999847412109375e+01	1.009999847412109375e+01
-8.100006103515625000e+00	8.100006103515625000e+00
2.400001525878906250e+00	-2.400001525878906250e+00
-1.550000000000000000e+01	1.550000000000000000e+01
-2.400000000000000000e+01	2.400000000000000000e+01
9.400001525878906250e+00	-9.400001525878906250e+00
-5.200004577636718750e+00	5.200004577636718750e+00
7.299995422363281250e+00	-7.299995422363281250e+00
9.599998474121093750e+00	-9.599998474121093750e+00
-2.180000305175781250e+01	2.180000305175781250e+01
4.100006103515625000e+00	-4.100006103515625000e+00
-1.609999847412109375e+01	1.609999847412109375e+01
-1.950000000000000000e+01	1.950000000000000000e+01
1.819999694824218750e+01	-1.819999694824218750e+01
-6.000000000000000000e+00	6.000000000000000000e+00
1.800003051757812500e+00	-1.800003051757812500e+00
-1.140000152587890625e+01	1.140000152587890625e+01
2.190000152587890625e+01	-2.190000152587890625e+01
1.459999847412109375e+01	-1.459999847412109375e+01
8.300003051757812500e+00	-8.300003051757812500e+00
-1.700004577636718750e+00	1.700004577636718750e+00
3.000000000000000000e+00	-3.000000000000000000e+00
