-2.189999999999417923e+01	2.189999999999417923e+01	3.318000000000000114e+02	1.935900000000000091e+03	1.699999999999999956e+00	2.899999999999999911e+00
1.639999999996507540e+01	1.639999999996507540e+01	3.100000000000000000e+01	3.100000000000000000e+01	2.899999999999999911e+00	4.200000000000000178e+00
9.999999997671693563e-02	9.999999997671693563e-02	1.430999999999999943e+02	1.431999999999999886e+02	3.700000000000000178e+00	4.000000000000000000e+00
-5.000000000000000000e-01	5.000000000000000000e-01	2.913000000000000114e+02	2.911999999999999886e+02	1.600000000000000089e+00	1.199999999999999956e+00
7.999999999883584678e-01	7.999999999883584678e-01	6.497000000000000455e+02	6.495000000000000000e+02	1.800000000000000044e+00	3.700000000000000178e+00
-2.340000000000873115e+01	2.340000000000873115e+01	1.443599999999999909e+03	1.572099999999999909e+03	1.899999999999999911e+00	3.200000000000000178e+00
5.000000000000000000e-01	5.000000000000000000e-01	1.336999999999999886e+02	1.338000000000000114e+02	3.700000000000000178e+00	3.500000000000000000e+00
-1.419999999995343387e+01	-1.419999999995343387e+01	3.420000000000000284e+01	1.184299999999999955e+03	3.500000000000000000e+00	3.500000000000000000e+00
-5.999999999767169356e-01	5.999999999767169356e-01	9.352000000000000455e+02	1.688099999999999909e+03	3.000000000000000000e+00	3.600000000000000089e+00
-6.000000000931322575e-01	6.000000000931322575e-01	9.540000000000000568e+01	9.520000000000000284e+01	1.899999999999999911e+00	4.000000000000000000e+00
-8.000000000465661287e-01	-8.000000000465661287e-01	2.049000000000000057e+02	2.049000000000000057e+02	1.300000000000000044e+00	1.300000000000000044e+00
-1.700000000069849193e+00	1.700000000069849193e+00	6.700000000000000000e+01	5.986000000000000227e+02	3.399999999999999911e+00	2.899999999999999911e+00
-1.250000000000000000e+01	1.250000000000000000e+01	4.953000000000000114e+02	5.838999999999999773e+02	2.899999999999999911e+00	3.000000000000000000e+00
5.000000000000000000e-01	-5.000000000000000000e-01	8.270000000000000284e+01	8.250000000000000000e+01	2.700000000000000178e+00	1.199999999999999956e+00
1.789999999999417923e+01	-1.789999999999417923e+01	2.496999999999999886e+02	2.498000000000000114e+02	2.899999999999999911e+00	1.500000000000000000e+00
