1.440000000002328306e+01	1.440000000002328306e+01	3.835000000000000000e+02	8.990000000000000568e+01	2.799999999999999822e+00	2.100000000000000089e+00
8.599999999976716936e+00	8.599999999976716936e+00	7.029999999999999716e+01	3.148000000000000114e+02	1.800000000000000044e+00	2.799999999999999822e+00
-6.000000000058207661e-01	-6.000000000058207661e-01	8.109999999999999432e+01	8.109999999999999432e+01	3.600000000000000089e+00	2.200000000000000178e+00
-1.770000000001164153e+01	-1.770000000001164153e+01	1.372700000000000045e+03	1.758799999999999955e+03	3.399999999999999911e+00	2.799999999999999822e+00
0.000000000000000000e+00	0.000000000000000000e+00	1.040000000000000000e+02	1.039000000000000057e+02	1.699999999999999956e+00	1.600000000000000089e+00
1.200000000000000000e+01	1.200000000000000000e+01	6.426000000000000227e+02	2.045999999999999943e+02	3.200000000000000178e+00	2.700000000000000178e+00
-3.999999999941792339e-01	-3.999999999941792339e-01	2.194000000000000057e+02	2.191999999999999886e+02	1.899999999999999911e+00	3.899999999999999911e+00
-6.000000000000000000e+00	-6.000000000000000000e+00	1.809000000000000057e+02	1.809000000000000057e+02	4.299999999999999822e+00	2.600000000000000089e+00
-9.300000000002910383e+00	9.300000000002910383e+00	6.013999999999999773e+02	1.738700000000000045e+03	2.600000000000000089e+00	2.500000000000000000e+00
-1.000000000000000000e+00	-1.000000000000000000e+00	7.263999999999999773e+02	7.262999999999999545e+02	3.299999999999999822e+00	2.399999999999999911e+00
6.000000000349245965e-01	6.000000000349245965e-01	2.781000000000000227e+02	2.781999999999999886e+02	3.100000000000000089e+00	3.200000000000000178e+00
-1.439999999999417923e+01	1.439999999999417923e+01	1.686099999999999909e+03	4.306999999999999886e+02	2.399999999999999911e+00	2.200000000000000178e+00
1.710000000009313226e+01	-1.710000000009313226e+01	7.456000000000000227e+02	9.486000000000000227e+02	4.000000000000000000e+00	4.500000000000000000e+00
9.999999997671693563e-02	-9.999999997671693563e-02	6.093999999999999773e+02	6.093999999999999773e+02	4.099999999999999645e+00	2.000000000000000000e+00
9.999999997671693563e-02	9.999999997671693563e-02	1.403000000000000114e+02	1.403000000000000114e+02	3.700000000000000178e+00	3.000000000000000000e+00
