1.099999999976716936e+00	1.099999999976716936e+00	8.752000000000000455e+02	8.752000000000000455e+02	2.600000000000000089e+00	1.199999999999999956e+00
2.599999999976716936e+00	-2.599999999976716936e+00	1.103400000000000091e+03	5.095000000000000000e+02	2.200000000000000178e+00	3.700000000000000178e+00
2.000000000698491931e-01	2.000000000698491931e-01	6.320000000000000284e+01	6.320000000000000284e+01	3.000000000000000000e+00	3.799999999999999822e+00
-2.479999999998835847e+01	-2.479999999998835847e+01	9.678999999999999773e+02	1.836400000000000091e+03	4.000000000000000000e+00	4.500000000000000000e+00
6.400000000008731149e+00	6.400000000008731149e+00	6.570000000000000284e+01	6.579999999999999716e+01	2.399999999999999911e+00	3.299999999999999822e+00
2.439999999996507540e+01	-2.439999999996507540e+01	1.055900000000000091e+03	1.140500000000000000e+03	1.600000000000000089e+00	2.700000000000000178e+00
-5.000000000000000000e-01	-5.000000000000000000e-01	1.619000000000000057e+02	1.618000000000000114e+02	2.200000000000000178e+00	3.200000000000000178e+00
-2.040000000002328306e+01	-2.040000000002328306e+01	1.004399999999999977e+03	2.673000000000000114e+02	3.100000000000000089e+00	1.399999999999999911e+00
6.000000000058207661e-01	-6.000000000058207661e-01	1.348000000000000114e+02	1.348000000000000114e+02	4.000000000000000000e+00	3.100000000000000089e+00
-2.100000000034924597e+00	-2.100000000034924597e+00	6.853999999999999773e+02	2.571000000000000227e+02	4.400000000000000355e+00	2.100000000000000089e+00
2.350000000000000000e+01	-2.350000000000000000e+01	1.324000000000000000e+03	7.091000000000000227e+02	2.500000000000000000e+00	3.000000000000000000e+00
4.400000000023283064e+00	4.400000000023283064e+00	6.790000000000000000e+02	3.963999999999999773e+02	3.100000000000000089e+00	2.799999999999999822e+00
-1.500000000000000000e+01	1.500000000000000000e+01	9.940000000000000568e+01	9.959999999999999432e+01	3.700000000000000178e+00	3.399999999999999911e+00
-1.199999999953433871e+00	-1.199999999953433871e+00	5.028999999999999773e+02	2.216999999999999886e+02	3.500000000000000000e+00	2.299999999999999822e+00
1.700000000000000000e+01	-1.700000000000000000e+01	1.333000000000000114e+02	1.518500000000000000e+03	3.700000000000000178e+00	2.399999999999999911e+00
2.230000000004656613e+01	-2.230000000004656613e+01	4.855000000000000000e+02	1.443900000000000091e+03	2.600000000000000089e+00	3.100000000000000089e+00
1.299999999999272404e+00	1.299999999999272404e+00	4.056000000000000227e+02	4.056999999999999886e+02	3.000000000000000000e+00	4.200000000000000178e+00
2.020000000001164153e+01	-2.020000000001164153e+01	2.425999999999999943e+02	3.663999999999999773e+02	2.200000000000000178e+00	3.399999999999999911e+00
5.999999999985448085e-01	-5.999999999985448085e-01	2.550000000000000000e+02	2.550999999999999943e+02	3.799999999999999822e+00	2.700000000000000178e+00
-9.899999999906867743e+00	9.899999999906867743e+00	2.370000000000000000e+02	2.369000000000000057e+02	3.299999999999999822e+00	4.099999999999999645e+00
1.000000000058207661e-01	-1.000000000058207661e-01	2.248000000000000114e+02	2.246999999999999886e+02	4.200000000000000178e+00	4.299999999999999822e+00
9.999999997671693563e-02	-9.999999997671693563e-02	9.450000000000000000e+01	9.450000000000000000e+01	2.299999999999999822e+00	3.299999999999999822e+00
-8.000000000000000000e+00	-8.000000000000000000e+00	2.111999999999999886e+02	1.391999999999999886e+02	4.200000000000000178e+00	1.699999999999999956e+00
8.099999999976716936e+00	-8.099999999976716936e+00	1.631999999999999886e+02	1.341400000000000091e+03	4.400000000000000355e+00	2.000000000000000000e+00
0.000000000000000000e+00	-0.000000000000000000e+00	1.112000000000000028e+02	1.112999999999999972e+02	4.400000000000000355e+00	2.399999999999999911e+00
-2.000000000116415322e-01	2.000000000116415322e-01	9.970000000000000284e+01	9.959999999999999432e+01	1.899999999999999911e+00	4.500000000000000000e+00
1.999999999534338713e-01	-1.999999999534338713e-01	2.823999999999999773e+02	2.823999999999999773e+02	2.899999999999999911e+00	2.899999999999999911e+00
-1.099999999976716936e+00	1.099999999976716936e+00	1.555999999999999943e+02	1.555999999999999943e+02	1.800000000000000044e+00	3.200000000000000178e+00
6.999999999534338713e-01	-6.999999999534338713e-01	7.396000000000000227e+02	7.397000000000000455e+02	2.399999999999999911e+00	3.600000000000000089e+00
-3.300000000046566129e+00	3.300000000046566129e+00	7.136000000000000227e+02	1.333000000000000114e+02	4.000000000000000000e+00	2.000000000000000000e+00
