-2.300000000000000000e+01	-2.300000000000000000e+01
1.050000000000000000e+01	1.050000000000000000e+01
6.100000023841857910e+00	6.100000023841857910e+00
3.399999856948852539e+00	3.399999856948852539e+00
1.240000009536743164e+01	1.240000009536743164e+01
3.399999856948852539e+00	3.399999856948852539e+00
-2.140000009536743164e+01	-2.140000009536743164e+01
-1.130000019073486328e+01	-1.130000019073486328e+01
2.400000000000000000e+01	2.400000000000000000e+01
6.799999713897705078e+00	6.799999713897705078e+00
-1.509999990463256836e+01	-1.509999990463256836e+01
-6.000003814697265625e-01	-6.000003814697265625e-01
-2.500000000000000000e+00	-2.500000000000000000e+00
-3.699999809265136719e+00	-3.699999809265136719e+00
6.099999904632568359e+00	6.099999904632568359e+00
1.560000038146972656e+01	1.560000038146972656e+01
7.000007629394531250e-01	7.000007629394531250e-01
1.299999237060546875e+00	1.299999237060546875e+00
-1.229999923706054688e+01	-1.229999923706054688e+01
-7.600002288818359375e+00	-7.600002288818359375e+00
-1.200000000000000000e+01	-1.200000000000000000e+01
5.299999237060546875e+00	5.299999237060546875e+00
-1.529999923706054688e+01	-1.529999923706054688e+01
-1.259999847412109375e+01	-1.259999847412109375e+01
-6.000022888183593750e-01	-6.000022888183593750e-01
2.120000076293945312e+01	2.120000076293945312e+01
1.359999847412109375e+01	1.359999847412109375e+01
1.390000152587890625e+01	1.390000152587890625e+01
2.400000000000000000e+01	2.400000000000000000e+01
-1.720000076293945312e+01	-1.720000076293945312e+01
1.670000076293945312e+01	1.670000076293945312e+01
8.000000000000000000e+00	8.000000000000000000e+00
