-5.799999999930150807e+00	-5.799999999930150807e+00	1.222599999999999909e+03	8.548999999999999773e+02	4.000000000000000000e+00	3.299999999999999822e+00
1.699999999982537702e+00	1.699999999982537702e+00	2.428000000000000114e+02	1.454000000000000057e+02	4.400000000000000355e+00	2.100000000000000089e+00
2.079999999998835847e+01	-2.079999999998835847e+01	5.965000000000000000e+02	7.197999999999999545e+02	3.200000000000000178e+00	3.299999999999999822e+00
2.400000000000000000e+01	-2.400000000000000000e+01	9.410000000000000000e+02	5.065000000000000000e+02	3.000000000000000000e+00	1.100000000000000089e+00
2.409999999997671694e+01	-2.409999999997671694e+01	1.523599999999999909e+03	1.258500000000000000e+03	2.899999999999999911e+00	2.700000000000000178e+00
-9.999999997671693563e-02	-9.999999997671693563e-02	6.139999999999999858e+01	6.160000000000000142e+01	1.899999999999999911e+00	3.100000000000000089e+00
-3.300000000002910383e+00	-3.300000000002910383e+00	3.473000000000000114e+02	3.473000000000000114e+02	3.399999999999999911e+00	1.500000000000000000e+00
-1.000000000000000000e+00	-1.000000000000000000e+00	3.083000000000000114e+02	3.083000000000000114e+02	1.399999999999999911e+00	2.000000000000000000e+00
1.239999999999417923e+01	-1.239999999999417923e+01	5.478999999999999773e+02	8.345000000000000000e+02	4.299999999999999822e+00	2.899999999999999911e+00
-5.500000000000000000e+00	5.500000000000000000e+00	6.067999999999999545e+02	8.003999999999999773e+02	2.899999999999999911e+00	1.300000000000000044e+00
-2.259999999997671694e+01	2.259999999997671694e+01	1.122999999999999972e+02	1.124000000000000057e+02	1.800000000000000044e+00	3.200000000000000178e+00
5.000000000000000000e-01	5.000000000000000000e-01	1.571999999999999886e+02	1.570999999999999943e+02	1.100000000000000089e+00	1.699999999999999956e+00
1.000000000000000000e+00	-1.000000000000000000e+00	6.395000000000000000e+02	6.395000000000000000e+02	4.500000000000000000e+00	2.899999999999999911e+00
-3.300000000017462298e+00	-3.300000000017462298e+00	3.350000000000000000e+01	3.379999999999999716e+01	2.700000000000000178e+00	3.000000000000000000e+00
2.260000000000036380e+01	2.260000000000036380e+01	9.975000000000000000e+02	3.835000000000000000e+02	2.299999999999999822e+00	4.000000000000000000e+00
-3.000000000029103830e-01	-3.000000000029103830e-01	2.140000000000000000e+02	2.140999999999999943e+02	1.600000000000000089e+00	2.799999999999999822e+00
-1.760000000003492460e+01	-1.760000000003492460e+01	1.126599999999999909e+03	4.071000000000000227e+02	3.100000000000000089e+00	1.500000000000000000e+00
-1.710000000000036380e+01	1.710000000000036380e+01	1.791700000000000045e+03	1.164500000000000000e+03	2.399999999999999911e+00	2.399999999999999911e+00
6.200000000069849193e+00	-6.200000000069849193e+00	2.455000000000000000e+02	1.218799999999999955e+03	3.000000000000000000e+00	3.399999999999999911e+00
