1.603204016510000038e+10	1.603204015750000000e+10	7.600000381469726562e+00
2.220086973920000076e+10	2.220086972259999847e+10	1.660000228881835938e+01
2.409551761750000000e+10	2.409551759500000000e+10	2.250000000000000000e+01
2.420735866750000000e+10	2.420735866079999924e+10	6.700000762939453125e+00
2.479454132320000076e+10	2.479454133709999847e+10	-1.389999771118164062e+01
2.497226074520000076e+10	2.497226072800000000e+10	1.720000076293945312e+01
2.505017689629999924e+10	2.505017690850000000e+10	-1.220000076293945312e+01
2.507386556609999847e+10	2.507386557240000153e+10	-6.300003051757812500e+00
2.536526417990000153e+10	2.536526416009999847e+10	1.980000305175781250e+01
2.557106266709999847e+10	2.557106265300000000e+10	1.409999847412109375e+01
2.580034702350000000e+10	2.580034701679999924e+10	6.700000762939453125e+00
2.587322043159999847e+10	2.587322043290000153e+10	-1.300003051757812500e+00
2.610257229370000076e+10	2.610257230879999924e+10	-1.509999847412109375e+01
2.657495467450000000e+10	2.657495465550000000e+10	1.900000000000000000e+01
2.778828900750000000e+10	2.778828902540000153e+10	-1.790000152587890625e+01
2.785506087809999847e+10	2.785506085870000076e+10	1.939999771118164062e+01
2.814227004929999924e+10	2.814227005329999924e+10	-4.000000000000000000e+00
2.835307028040000153e+10	2.835307030029999924e+10	-1.989999771118164062e+01
2.836714358420000076e+10	2.836714360050000000e+10	-1.629999923706054688e+01
2.843168765120000076e+10	2.843168763329999924e+10	1.790000152587890625e+01
2.865768140650000000e+10	2.865768141109999847e+10	-4.599998474121093750e+00
2.884021462009999847e+10	2.884021461970000076e+10	3.999977111816406250e-01
2.908801432870000076e+10	2.908801435240000153e+10	-2.370000076293945312e+01
2.909739303200000000e+10	2.909739303379999924e+10	-1.799999237060546875e+00
2.913135904959999847e+10	2.913135903809999847e+10	1.150000000000000000e+01
2.916975259179999924e+10	2.916975258100000000e+10	1.079999923706054688e+01
2.940766413809999847e+10	2.940766411550000000e+10	2.259999847412109375e+01
2.966169297250000000e+10	2.966169296779999924e+10	4.700000762939453125e+00
2.975446542720000076e+10	2.975446541890000153e+10	8.299999237060546875e+00
2.977440117890000153e+10	2.977440118850000000e+10	-9.599998474121093750e+00
2.991122539679999924e+10	2.991122537859999847e+10	1.820000076293945312e+01
2.995310283470000076e+10	2.995310281800000000e+10	1.670000076293945312e+01
4.989467086030000305e+10	4.989467083959999847e+10	2.070000457763671875e+01
5.020787617609999847e+10	5.020787615119999695e+10	2.490000152587890625e+01
5.148611422390000153e+10	5.148611422590000153e+10	-2.000000000000000000e+00
5.247643805419999695e+10	5.247643806130000305e+10	-7.100006103515625000e+00
5.290171506259999847e+10	5.290171506859999847e+10	-6.000000000000000000e+00
5.298325324769999695e+10	5.298325324930000305e+10	-1.600006103515625000e+00
5.342350769740000153e+10	5.342350770390000153e+10	-6.500000000000000000e+00
5.388165024230000305e+10	5.388165025940000153e+10	-1.709999847412109375e+01
5.433346613400000000e+10	5.433346613809999847e+10	-4.099998474121093750e+00
5.457732803759999847e+10	5.457732802169999695e+10	1.590000152587890625e+01
5.466793054830000305e+10	5.466793056240000153e+10	-1.409999847412109375e+01
5.470537054319999695e+10	5.470537055130000305e+10	-8.100006103515625000e+00
5.480268260330000305e+10	5.480268259180000305e+10	1.150000000000000000e+01
5.984420332350000000e+10	5.984420330400000000e+10	1.950000000000000000e+01
