1.362315401999999881e+08	1.362315414000000060e+08	-1.200000017881393433e+00
2.308930446999999881e+08	2.308930430000000000e+08	1.699999988079071045e+00
2.806789876000000238e+08	2.806790043000000119e+08	-1.669999998807907104e+01
5.696942352999999523e+08	5.696942476000000238e+08	-1.230000007152557373e+01
1.033891779600000024e+09	1.033891799299999952e+09	-1.969999992847442627e+01
1.069584434399999976e+09	1.069584445000000000e+09	-1.060000002384185791e+01
1.298158969700000048e+09	1.298158970400000095e+09	-7.000000476837158203e-01
1.423657862000000000e+09	1.423657838000000000e+09	2.400000000000000000e+01
1.465109836700000048e+09	1.465109817900000095e+09	1.879999995231628418e+01
1.541950486299999952e+09	1.541950496000000000e+09	-9.700000047683715820e+00
1.605135777099999905e+09	1.605135752900000095e+09	2.419999980926513672e+01
2.094823272900000095e+09	2.094823248400000095e+09	2.450000000000000000e+01
2.377172850800000191e+09	2.377172850199999809e+09	6.000003814697265625e-01
2.443806579199999809e+09	2.443806576000000000e+09	3.199999809265136719e+00
2.551213906099999905e+09	2.551213881500000000e+09	2.459999990463256836e+01
2.827572395400000095e+09	2.827572399800000191e+09	-4.400000095367431641e+00
2.913110137199999809e+09	2.913110135099999905e+09	2.099999904632568359e+00
2.957285808300000191e+09	2.957285824300000191e+09	-1.600000000000000000e+01
3.006365329400000095e+09	3.006365328099999905e+09	1.300000190734863281e+00
3.030861237699999809e+09	3.030861248800000191e+09	-1.110000038146972656e+01
3.675224169099999905e+09	3.675224171699999809e+09	-2.599999904632568359e+00
3.759689920500000000e+09	3.759689937800000191e+09	-1.730000019073486328e+01
3.764398247000000000e+09	3.764398256400000095e+09	-9.400000095367431641e+00
3.843754210099999905e+09	3.843754226900000095e+09	-1.680000019073486328e+01
3.925931242500000000e+09	3.925931224500000000e+09	1.800000000000000000e+01
4.106808116400000095e+09	4.106808139400000095e+09	-2.300000000000000000e+01
4.411028741000000000e+09	4.411028717300000191e+09	2.369999980926513672e+01
4.432703647399999619e+09	4.432703632000000000e+09	1.539999961853027344e+01
4.654625277100000381e+09	4.654625262199999809e+09	1.490000057220458984e+01
4.909532398000000000e+09	4.909532382199999809e+09	1.580000019073486328e+01
5.547135830100000381e+09	5.547135839800000191e+09	-9.699999809265136719e+00
5.849062791100000381e+09	5.849062787199999809e+09	3.900000572204589844e+00
6.130582231699999809e+09	6.130582227100000381e+09	4.599999427795410156e+00
6.191903343300000191e+09	6.191903328000000000e+09	1.530000019073486328e+01
7.183265309000000000e+09	7.183265332199999809e+09	-2.319999980926513672e+01
7.518019925300000191e+09	7.518019948500000000e+09	-2.319999980926513672e+01
7.604714508600000381e+09	7.604714501000000000e+09	7.600000381469726562e+00
8.390868591199999809e+09	8.390868578000000000e+09	1.319999980926513672e+01
8.522863768500000000e+09	8.522863771000000000e+09	-2.500000000000000000e+00
8.752824377000000000e+09	8.752824381000000000e+09	-4.000000000000000000e+00
8.824967221299999237e+09	8.824967218100000381e+09	3.199998855590820312e+00
9.000894847100000381e+09	9.000894848700000763e+09	-1.600000381469726562e+00
9.157374294700000763e+09	9.157374317100000381e+09	-2.239999961853027344e+01
9.215269202399999619e+09	9.215269183700000763e+09	1.869999885559082031e+01
9.400783212200000763e+09	9.400783210100000381e+09	2.100000381469726562e+00
9.706746183700000763e+09	9.706746190399999619e+09	-6.699998855590820312e+00
1.006435619120000076e+10	1.006435617860000038e+10	1.260000038146972656e+01
1.012569433589999962e+10	1.012569431320000076e+10	2.269999885559082031e+01
1.015562317029999924e+10	1.015562314710000038e+10	2.319999885559082031e+01
1.104141858739999962e+10	1.104141858939999962e+10	-2.000000000000000000e+00
1.106488034570000076e+10	1.106488034789999962e+10	-2.199998855590820312e+00
1.172292469110000038e+10	1.172292468220000076e+10	8.899999618530273438e+00
1.232758173089999962e+10	1.232758174539999962e+10	-1.450000000000000000e+01
1.234959132560000038e+10	1.234959133670000076e+10	-1.110000038146972656e+01
1.273987517220000076e+10	1.273987519029999924e+10	-1.809999847412109375e+01
1.284233803379999924e+10	1.284233803560000038e+10	-1.800001144409179688e+00
1.295947813679999924e+10	1.295947812939999962e+10	7.399999618530273438e+00
1.302093160460000038e+10	1.302093159889999962e+10	5.700000762939453125e+00
1.340498960179999924e+10	1.340498959820000076e+10	3.599998474121093750e+00
1.346005435689999962e+10	1.346005437529999924e+10	-1.839999961853027344e+01
1.386478817839999962e+10	1.386478816689999962e+10	1.150000000000000000e+01
1.517786900860000038e+10	1.517786903020000076e+10	-2.160000038146972656e+01
1.574921760060000038e+10	1.574921761229999924e+10	-1.169999885559082031e+01
1.593591651770000076e+10	1.593591654129999924e+10	-2.359999847412109375e+01
1.601892942870000076e+10	1.601892945000000000e+10	-2.129999923706054688e+01
1.628670415850000000e+10	1.628670415020000076e+10	8.299999237060546875e+00
1.658450541260000038e+10	1.658450540010000038e+10	1.250000000000000000e+01
1.672726951629999924e+10	1.672726950720000076e+10	9.099998474121093750e+00
1.679102186120000076e+10	1.679102188039999962e+10	-1.919999885559082031e+01
1.706972926750000000e+10	1.706972925370000076e+10	1.379999923706054688e+01
1.710557122220000076e+10	1.710557123029999924e+10	-8.099998474121093750e+00
1.721380728559999847e+10	1.721380727820000076e+10	7.399997711181640625e+00
2.263213614909999847e+10	2.263213614729999924e+10	1.799999237060546875e+00
2.298914861650000000e+10	2.298914862579999924e+10	-9.299999237060546875e+00
2.309393083429999924e+10	2.309393084790000153e+10	-1.360000228881835938e+01
2.312894045650000000e+10	2.312894044940000153e+10	7.099998474121093750e+00
2.319404595559999847e+10	2.319404593590000153e+10	1.969999694824218750e+01
2.352931714079999924e+10	2.352931712859999847e+10	1.220000076293945312e+01
2.364211907559999847e+10	2.364211905159999847e+10	2.400000000000000000e+01
2.437600801090000153e+10	2.437600801390000153e+10	-3.000000000000000000e+00
2.452168242000000000e+10	2.452168239929999924e+10	2.070000076293945312e+01
2.459290363629999924e+10	2.459290362290000153e+10	1.339999771118164062e+01
2.478780783240000153e+10	2.478780785709999847e+10	-2.469999694824218750e+01
2.483872694450000000e+10	2.483872693400000000e+10	1.050000000000000000e+01
2.509354412259999847e+10	2.509354410450000000e+10	1.809999847412109375e+01
2.515935838300000000e+10	2.515935837209999847e+10	1.090000152587890625e+01
2.529898506179999924e+10	2.529898506129999924e+10	5.000000000000000000e-01
2.530101540909999847e+10	2.530101540159999847e+10	7.500000000000000000e+00
2.549141927790000153e+10	2.549141926029999924e+10	1.760000228881835938e+01
2.573999669359999847e+10	2.573999667709999847e+10	1.650000000000000000e+01
2.578251275729999924e+10	2.578251275579999924e+10	1.500000000000000000e+00
